fk_parcel_id,varnish_type,run_number,varnish_amount_kg,solvent_amount_kg,run_status,run_date
1619,DE4488-3LV,2,217,126,1,2024-10-05
1620,PL1019-34,1,687,236,1,2024-10-07
1620,DE4488-3LV,2,278,14,1,2024-10-10
1621,PL1014-59,1,1284,156,1,2024-09-20
1621,816361,2,1348,431,1,2024-09-21
1621,---,3,1258,150,1,2024-09-23
1621,---,4,1372,160,1,2024-09-26
1622,PL1014-59,1,1060,441,1,2024-09-23
1622,816361,2,1367,40,1,2024-09-24
1622,---,3,198,261,1,2024-09-26
1622,---,4,1490,72,1,2024-09-27
1623,PL1014-59,1,131,467,1,2024-09-23
1623,816361,2,375,260,1,2024-09-26
1623,---,3,370,207,1,2024-09-27
1623,---,4,379,407,1,2024-09-28
1624,PL1014-59,1,961,221,1,2024-09-25
1624,816361,2,979,301,1,2024-09-27
1624,---,3,800,171,1,2024-09-28
1624,---,4,747,462,1,2024-09-29
1625,PL1014-59,1,346,276,1,2024-09-25
1625,816361,2,629,210,1,2024-09-29
1625,---,3,1290,484,1,2024-09-30
1625,---,4,239,255,1,2024-10-01
1626,PL1014-59,1,1463,12,1,2024-09-25
1626,816361,2,1242,90,1,2024-09-26
1626,---,3,890,325,1,2024-09-28
1626,---,4,80,432,1,2024-09-29
1627,PL1014-59,1,1259,200,1,2024-09-27
1627,816361,2,849,89,1,2024-10-01
1627,---,3,787,66,1,2024-10-02
1627,---,4,1083,418,1,2024-10-03
1628,---,1,620,404,1,2024-09-20
1628,---,2,366,164,1,2024-09-21
1628,---,3,583,388,1,2024-09-22
1628,---,4,54,410,1,2024-09-24
1629,---,1,1039,464,1,2024-09-22
1629,---,2,387,37,1,2024-09-23
1629,---,3,431,389,1,2024-09-26
1629,---,4,1353,425,1,2024-09-27
1630,---,1,1005,412,1,2024-09-23
1630,---,2,1125,53,1,2024-09-25
1630,---,3,322,130,1,2024-09-28
1630,---,4,746,497,1,2024-09-30
1631,---,1,720,374,1,2024-09-24
1631,---,2,1247,85,1,2024-09-25
1631,---,3,881,464,1,2024-09-29
1631,---,4,607,201,1,2024-10-01
1632,---,1,1174,432,1,2024-09-25
1632,---,2,900,165,1,2024-09-27
1632,---,3,1369,145,1,2024-09-29
1632,---,4,1380,424,1,2024-10-02
1633,---,1,814,433,1,2024-09-25
1633,---,2,749,26,1,2024-09-26
1633,---,3,1244,25,1,2024-09-28
1633,---,4,320,126,1,2024-09-30
1634,---,1,256,208,1,2024-09-25
1634,---,2,1402,482,1,2024-09-29
1634,---,3,189,430,1,2024-10-01
1634,---,4,676,142,1,2024-10-03
1635,---,1,319,494,1,2024-09-25
1635,---,2,464,217,1,2024-09-26
1635,---,3,549,131,1,2024-09-27
1635,---,4,1126,365,1,2024-09-28
1636,---,1,551,168,1,2024-09-25
1636,---,2,612,338,1,2024-09-26
1636,---,3,1256,124,1,2024-09-28
1636,---,4,239,442,1,2024-09-29
1637,---,1,117,98,1,2024-09-26
1637,---,2,1085,423,1,2024-09-27
1637,---,3,1210,121,1,2024-09-28
1637,---,4,944,137,1,2024-09-30
1638,---,1,199,443,1,2024-09-26
1638,---,2,593,289,1,2024-09-27
1638,---,3,408,131,1,2024-09-28
1638,---,4,475,94,1,2024-10-02
1639,---,1,687,202,1,2024-09-27
1639,---,2,94,192,1,2024-09-29
1639,---,3,249,389,1,2024-09-30
1639,---,4,800,492,1,2024-10-01
1640,---,1,1100,225,1,2024-09-29
1640,---,2,278,295,1,2024-09-30
1640,---,3,18,292,1,2024-10-01
1640,---,4,260,114,1,2024-10-04
1641,---,1,487,471,1,2024-09-29
1641,---,2,88,223,1,2024-10-02
1641,---,3,74,12,1,2024-10-04
1641,---,4,194,393,1,2024-10-06
1642,---,1,1394,354,1,2024-10-02
1642,---,2,645,129,1,2024-10-03
1642,---,3,603,409,1,2024-10-04
1642,---,4,1126,288,1,2024-10-07
1643,---,1,762,472,1,2024-10-02
1643,---,2,625,277,1,2024-10-04
1643,---,3,1480,237,1,2024-10-06
1643,---,4,1454,469,1,2024-10-07
1644,---,1,550,229,1,2024-10-03
1644,---,2,150,106,1,2024-10-04
1644,---,3,753,32,1,2024-10-05
1644,---,4,963,192,1,2024-10-07
1645,---,1,1340,274,1,2024-10-04
1645,---,2,824,179,1,2024-10-05
1645,---,3,1146,383,1,2024-10-06
1645,---,4,1251,232,1,2024-10-09
1646,---,1,973,80,1,2024-10-05
1646,---,2,680,241,1,2024-10-06
1646,---,3,558,375,1,2024-10-07
1646,---,4,349,9,1,2024-10-10
1647,---,1,445,453,1,2024-10-05
1647,---,2,814,124,1,2024-10-06
1647,---,3,707,474,1,2024-10-07
1647,---,4,1083,150,1,2024-10-08
1648,---,1,1095,254,1,2024-09-19
1649,---,1,913,404,1,2024-09-19
1650,---,1,1362,147,1,2024-09-20
1651,---,1,1136,202,1,2024-09-22
1652,---,1,1131,286,1,2024-09-22
1653,---,1,1057,207,1,2024-09-22
1654,---,1,1073,234,1,2024-09-24
1655,---,1,407,323,1,2024-09-25
1656,---,1,917,167,1,2024-09-27
1657,---,1,592,290,1,2024-09-27
1658,---,1,268,150,1,2024-09-28
1659,---,1,666,178,1,2024-09-28
1660,---,1,1395,457,1,2024-09-28
1661,---,1,406,50,1,2024-09-29
1662,---,1,1359,289,1,2024-09-30
1663,---,1,873,78,1,2024-10-03
1664,---,1,436,165,1,2024-10-06
1665,---,1,340,382,1,2024-10-06
1666,---,1,334,236,1,2024-10-06
1667,---,1,440,451,1,2024-10-06
1668,---,1,1403,245,1,2024-09-19
1669,---,1,1220,200,1,2024-09-20
1670,---,1,1096,30,1,2024-09-20
1671,---,1,936,386,1,2024-09-22
1672,---,1,282,171,1,2024-09-22
1673,---,1,1412,470,1,2024-09-23
1674,---,1,112,18,1,2024-09-23
1675,---,1,737,278,1,2024-09-23
1676,---,1,856,343,1,2024-09-25
1677,---,1,590,158,1,2024-09-25
1678,---,1,210,259,1,2024-09-25
1679,---,1,182,307,1,2024-09-27
1680,---,1,453,357,1,2024-09-27
1681,---,1,1335,166,1,2024-09-27
1682,---,1,546,269,1,2024-09-28
1683,---,1,975,408,1,2024-09-30
1684,---,1,777,109,1,2024-10-01
1685,---,1,447,273,1,2024-10-01
1686,---,1,177,136,1,2024-10-03
1687,---,1,592,189,1,2024-10-04
1688,---,1,1188,368,1,2024-09-19
1689,---,1,180,171,1,2024-09-21
1690,---,1,522,345,1,2024-09-21
1691,---,1,401,31,1,2024-09-21
1692,---,1,684,43,1,2024-09-21
1693,---,1,374,238,1,2024-09-21
1694,---,1,397,226,1,2024-09-22
1695,---,1,1061,477,1,2024-09-22
1696,---,1,170,449,1,2024-09-22
1697,---,1,137,478,1,2024-09-23
1698,---,1,1417,410,1,2024-09-23
1699,---,1,328,105,1,2024-09-23
1700,---,1,1293,356,1,2024-09-24
1701,---,1,1413,252,1,2024-09-25
1702,---,1,1485,298,1,2024-09-25
1703,---,1,439,131,1,2024-09-25
1704,---,1,539,385,1,2024-09-25
1705,---,1,1060,466,1,2024-09-25
1706,---,1,775,468,1,2024-09-25
1707,---,1,372,166,1,2024-09-26
1708,PL1019-34,1,123,314,1,2024-09-19
1708,101597,2,1276,62,1,2024-09-20
1709,PL1019-34,1,36,329,1,2024-09-20
1709,101597,2,308,122,1,2024-09-22
1710,PL1019-34,1,1451,390,1,2024-09-20
1710,101597,2,46,341,1,2024-09-21
1711,PL1019-34,1,1482,47,1,2024-09-22
1711,101597,2,716,132,1,2024-09-26
1712,PL1019-34,1,225,244,1,2024-09-23
1712,101597,2,100,71,1,2024-09-25
1713,PL1019-34,1,986,278,1,2024-09-24
1713,101597,2,545,447,1,2024-09-28
1714,PL1019-34,1,1413,152,1,2024-09-24
1714,101597,2,20,480,1,2024-09-25
1715,PL1019-34,1,577,212,1,2024-09-26
1715,101597,2,1014,84,1,2024-09-27
1716,PL1019-34,1,642,78,1,2024-09-27
1716,101597,2,948,203,1,2024-09-28
1717,PL1019-34,1,614,297,1,2024-09-29
1717,101597,2,1152,287,1,2024-10-01
1718,PL1019-34,1,1481,366,1,2024-09-18
1718,101 597,2,464,319,1,2024-09-20
1719,PL1019-34,1,535,89,1,2024-09-18
1719,101 597,2,1424,253,1,2024-09-19
1720,PL1019-34,1,1031,362,1,2024-09-18
1720,101 597,2,1122,80,1,2024-09-20
1721,PL1019-34,1,1297,297,1,2024-09-19
1721,101 597,2,1218,317,1,2024-09-20
1722,PL1019-34,1,171,367,1,2024-09-21
1722,101 597,2,31,411,1,2024-09-22
1723,PL1019-34,1,431,252,1,2024-09-22
1723,101 597,2,223,394,1,2024-09-23
1724,PL1019-34,1,590,173,1,2024-09-23
1724,101 597,2,1033,340,1,2024-09-26
1725,PL1019-34,1,386,176,1,2024-09-23
1725,101 597,2,295,290,1,2024-09-26
1726,PL1019-34,1,590,151,1,2024-09-23
1726,101 597,2,322,434,1,2024-09-27
1727,PL1019-34,1,684,187,1,2024-09-25
1727,101 597,2,1021,110,1,2024-09-28
1728,PL1019-34,1,688,209,1,2024-09-26
1728,101 597,2,964,340,1,2024-09-30
1729,PL1019-34,1,46,116,1,2024-09-26
1729,101 597,2,1157,216,1,2024-09-27
1730,PL1019-34,1,1311,331,1,2024-09-26
1730,101 597,2,1122,356,1,2024-09-29
1731,PL1019-34,1,1240,459,1,2024-09-26
1731,101 597,2,1020,183,1,2024-09-29
1732,PL1019-34,1,1242,77,1,2024-09-26
1732,101 597,2,1040,327,1,2024-09-27
1733,PL1019-34,1,1209,105,1,2024-09-26
1733,101 597,2,1230,64,1,2024-09-27
1734,PL1019-34,1,1220,191,1,2024-09-26
1734,101 597,2,410,437,1,2024-09-28
1735,PL1019-34,1,108,482,1,2024-09-27
1735,101 597,2,1094,130,1,2024-09-29
1786,28S30WB-1,1,707,343,1,2024-09-17
1786,PL1019-34,2,458,276,1,2024-09-19
1787,28S30WB-1,1,404,183,1,2024-09-17
1787,PL1019-34,2,522,148,1,2024-09-18
1788,28S30WB-1,1,328,373,1,2024-09-17
1788,PL1019-34,2,270,270,1,2024-09-19
1789,28S30WB-1,1,1305,221,1,2024-09-20
1789,PL1019-34,2,239,358,1,2024-09-23
1790,28S30WB-1,1,528,242,1,2024-09-20
1790,PL1019-34,2,1412,40,1,2024-09-21
1791,28S30WB-1,1,955,290,1,2024-09-20
1791,PL1019-34,2,284,336,1,2024-09-21
1792,28S30WB-1,1,456,287,1,2024-09-21
1792,PL1019-34,2,1123,359,1,2024-09-22
1793,28S30WB-1,1,1193,160,1,2024-09-21
1793,PL1019-34,2,106,428,1,2024-09-22
1794,28S30WB-1,1,1349,86,1,2024-09-23
1794,PL1019-34,2,1346,185,1,2024-09-27
1795,28S30WB-1,1,1141,134,1,2024-09-23
1795,PL1019-34,2,1473,391,1,2024-09-25
1796,28S30WB-1,1,869,267,1,2024-09-24
1796,PL1019-34,2,848,422,1,2024-09-27
1797,28S30WB-1,1,734,53,1,2024-09-24
1797,PL1019-34,2,1003,249,1,2024-09-26
1798,28S30WB-1,1,1050,239,1,2024-09-24
1798,PL1019-34,2,1240,83,1,2024-09-25
1799,28S30WB-1,1,1199,219,1,2024-09-25
1799,PL1019-34,2,854,381,1,2024-09-27
1800,28S30WB-1,1,1368,403,1,2024-09-25
1800,PL1019-34,2,566,495,1,2024-09-26
1801,28S30WB-1,1,1204,235,1,2024-09-25
1801,PL1019-34,2,888,465,1,2024-09-28
1802,28S30WB-1,1,170,174,1,2024-09-25
1802,PL1019-34,2,1465,202,1,2024-09-27
1803,28S30WB-1,1,1282,61,1,2024-09-27
1803,PL1019-34,2,1303,43,1,2024-09-30
1804,28S30WB-1,1,1098,192,1,2024-09-17
1804,PL1019-34,2,215,90,1,2024-09-18
1805,28S30WB-1,1,330,223,1,2024-09-17
1805,PL1019-34,2,221,155,1,2024-09-20
1806,28S30WB-1,1,495,332,1,2024-09-18
1806,PL1019-34,2,846,312,1,2024-09-19
1807,28S30WB-1,1,61,437,1,2024-09-20
1807,PL1019-34,2,287,393,1,2024-09-23
1808,28S30WB-1,1,1363,71,1,2024-09-20
1808,PL1019-34,2,1069,189,1,2024-09-22
1809,28S30WB-1,1,571,173,1,2024-09-20
1809,PL1019-34,2,1059,344,1,2024-09-23
1810,28S30WB-1,1,241,366,1,2024-09-23
1810,PL1019-34,2,271,142,1,2024-09-24
1811,28S30WB-1,1,1088,179,1,2024-09-23
1811,PL1019-34,2,1155,205,1,2024-09-27
1812,28S30WB-1,1,485,491,1,2024-09-24
1812,PL1019-34,2,1422,363,1,2024-09-25
1813,28S30WB-1,1,1262,9,1,2024-09-26
1813,PL1019-34,2,1323,237,1,2024-09-28
1814,28S30WB-1,1,338,253,1,2024-09-27
1814,PL1019-34,2,1158,71,1,2024-09-28
1815,28S30WB-1,1,818,447,1,2024-09-28
1815,PL1019-34,2,1119,240,1,2024-09-29
1816,28S30WB-1,1,964,412,1,2024-09-28
1816,PL1019-34,2,882,305,1,2024-09-29
1817,28S30WB-1,1,400,1,1,2024-09-29
1817,PL1019-34,2,137,178,1,2024-10-01
1818,28S30WB-1,1,738,353,1,2024-09-30
1818,PL1019-34,2,967,80,1,2024-10-01
1819,28S30WB-1,1,1280,139,1,2024-10-02
1819,PL1019-34,2,1222,304,1,2024-10-03
1820,28S30WB-1,1,337,235,1,2024-10-02
1820,PL1019-34,2,834,91,1,2024-10-04
1821,28S30WB-1,1,145,114,1,2024-10-02
1821,PL1019-34,2,1125,252,1,2024-10-05
1822,28S30WB-1,1,1481,381,1,2024-10-02
1822,PL1019-34,2,721,2,1,2024-10-04
1823,28S30WB-1,1,979,481,1,2024-10-02
1823,PL1019-34,2,761,327,1,2024-10-03
1824,28S30WB-1,1,1299,104,1,2024-10-03
1824,PL1019-34,2,1273,248,1,2024-10-07
1825,28S30WB-1,1,414,144,1,2024-10-05
1825,PL1019-34,2,113,258,1,2024-10-08
1826,28S30WB-1,1,305,163,1,2024-10-05
1826,PL1019-34,2,1356,241,1,2024-10-07
1827,28S30WB-1,1,1125,164,1,2024-10-05
1827,PL1019-34,2,50,130,1,2024-10-06
1828,28S30WB-1,1,474,251,1,2024-10-07
1828,PL1019-34,2,1165,395,1,2024-10-08
1829,28S30WB-1,1,1361,104,1,2024-10-07
1829,PL1019-34,2,985,99,1,2024-10-09
1830,28S30WB-1,1,144,16,1,2024-10-07
1830,PL1019-34,2,473,20,1,2024-10-10
1897,28S30WB-1,1,819,35,1,2024-09-16
1897,PL1019-34,2,702,67,1,2024-09-17
1898,28S30WB-1,1,1130,396,1,2024-09-17
1898,PL1019-34,2,96,449,1,2024-09-21
1899,28S30WB-1,1,469,260,1,2024-09-18
1899,PL1019-34,2,1318,231,1,2024-09-20
1900,28S30WB-1,1,1362,106,1,2024-09-18
1900,PL1019-34,2,562,294,1,2024-09-19
1901,28S30WB-1,1,1048,75,1,2024-09-18
1901,PL1019-34,2,1125,62,1,2024-09-19
1902,28S30WB-1,1,955,119,1,2024-09-18
1902,PL1019-34,2,964,59,1,2024-09-20
1903,28S30WB-1,1,1200,185,1,2024-09-18
1903,PL1019-34,2,736,87,1,2024-09-19
1904,28S30WB-1,1,766,183,1,2024-09-18
1904,PL1019-34,2,1003,50,1,2024-09-19
1905,28S30WB-1,1,176,188,1,2024-09-18
1905,PL1019-34,2,88,336,1,2024-09-21
1906,28S30WB-1,1,1293,48,1,2024-09-20
1906,PL1019-34,2,1215,184,1,2024-09-23
1907,28S30WB-1,1,312,496,1,2024-09-20
1907,PL1019-34,2,683,372,1,2024-09-21
1908,28S30WB-1,1,345,354,1,2024-09-22
1908,PL1019-34,2,648,242,1,2024-09-24
1909,28S30WB-1,1,87,247,1,2024-09-23
1909,PL1019-34,2,679,128,1,2024-09-25
1910,28S30WB-1,1,1438,340,1,2024-09-24
1910,PL1019-34,2,1246,229,1,2024-09-25
1911,28S30WB-1,1,916,191,1,2024-09-25
1911,PL1019-34,2,831,246,1,2024-09-26
1912,28S30WB-1,1,1177,260,1,2024-09-26
1912,PL1019-34,2,1458,73,1,2024-09-29
1913,28S30WB-1,1,279,11,1,2024-09-26
1913,PL1019-34,2,1223,294,1,2024-09-28
1914,28S30WB-1,1,620,386,1,2024-09-28
1914,PL1019-34,2,501,5,1,2024-09-29
1915,28S30WB-1,1,731,384,1,2024-09-30
1915,PL1019-34,2,906,81,1,2024-10-03
1916,28S30WB-1,1,1228,28,1,2024-09-30
1916,PL1019-34,2,497,131,1,2024-10-02
1917,28S30WB-1,1,185,407,1,2024-10-02
1917,PL1019-34,2,470,167,1,2024-10-03
1918,28S30WB-1,1,1355,11,1,2024-10-05
1918,PL1019-34,2,1261,35,1,2024-10-07
1919,28S30WB-1,1,429,64,1,2024-10-05
1919,PL1019-34,2,781,261,1,2024-10-08
1920,28S30WB-1,1,937,471,1,2024-10-07
1920,PL1019-34,2,1349,206,1,2024-10-09
1921,28S30WB-1,1,1440,302,1,2024-10-09
1921,PL1019-34,2,678,294,1,2024-10-10
1922,28S30WB-1,1,346,354,1,2024-10-09
1922,PL1019-34,2,531,484,1,2024-10-10
1923,28S30WB-1,1,1171,306,1,2024-10-10
1923,PL1019-34,2,146,120,1,2024-10-12
1937,---,1,393,179,1,2024-09-10
1937,---,2,788,8,1,2024-09-12
1937,---,3,212,151,1,2024-09-13
1937,---,4,1084,279,1,2024-09-14
1938,---,1,158,276,1,2024-09-10
1938,---,2,533,301,1,2024-09-11
1938,---,3,321,266,1,2024-09-13
1938,---,4,832,14,1,2024-09-16
1939,---,1,1077,21,1,2024-09-10
1939,---,2,833,102,1,2024-09-11
1939,---,3,1153,156,1,2024-09-13
1939,---,4,1193,459,1,2024-09-14
1940,---,1,709,106,1,2024-09-11
1940,---,2,1046,122,1,2024-09-12
1940,---,3,1008,34,1,2024-09-13
1940,---,4,931,424,1,2024-09-15
1941,---,1,998,114,1,2024-09-12
1941,---,2,786,285,1,2024-09-15
1941,---,3,949,172,1,2024-09-16
1941,---,4,232,399,1,2024-09-17
1942,---,1,1208,41,1,2024-09-12
1942,---,2,629,64,1,2024-09-14
1942,---,3,773,54,1,2024-09-15
1942,---,4,1385,20,1,2024-09-16
1943,---,1,27,220,1,2024-09-14
1943,---,2,533,496,1,2024-09-16
1943,---,3,898,478,1,2024-09-17
1943,---,4,1300,275,1,2024-09-18
1944,---,1,516,60,1,2024-09-14
1944,---,2,1384,238,1,2024-09-15
1944,---,3,1395,364,1,2024-09-16
1944,---,4,295,346,1,2024-09-17
1945,---,1,925,488,1,2024-09-10
1945,---,2,892,76,1,2024-09-11
1946,---,1,975,360,1,2024-09-10
1946,---,2,1058,49,1,2024-09-11
1947,---,1,632,493,1,2024-09-11
1947,---,2,587,370,1,2024-09-12
1948,---,1,1225,103,1,2024-09-11
1948,---,2,1136,284,1,2024-09-15
1949,---,1,1207,306,1,2024-09-12
1949,---,2,1397,145,1,2024-09-15
1950,---,1,890,17,1,2024-09-13
1950,---,2,398,9,1,2024-09-14
1951,---,1,524,443,1,2024-09-13
1951,---,2,1236,211,1,2024-09-15
1952,---,1,1199,58,1,2024-09-15
1952,---,2,1448,322,1,2024-09-18
1953,---,1,865,342,1,2024-09-15
1953,---,2,651,126,1,2024-09-16
1954,---,1,371,396,1,2024-09-16
1954,---,2,738,188,1,2024-09-17
1955,---,1,1288,253,1,2024-09-16
1955,---,2,506,61,1,2024-09-18
1956,---,1,1082,389,1,2024-09-18
1956,---,2,525,284,1,2024-09-19
1957,---,1,741,453,1,2024-09-18
1957,---,2,879,151,1,2024-09-19
1958,---,1,1008,219,1,2024-09-18
1958,---,2,690,183,1,2024-09-20
1959,---,1,1286,402,1,2024-09-19
1959,---,2,1164,132,1,2024-09-21
1960,---,1,857,348,1,2024-09-21
1960,---,2,714,261,1,2024-09-23
1961,---,1,539,106,1,2024-09-21
1961,---,2,840,65,1,2024-09-22
1962,---,1,1250,242,1,2024-09-22
1962,---,2,985,299,1,2024-09-24
1992,28S30WB-1,1,66,152,1,2024-09-08
1992,PL1019-34,2,624,302,1,2024-09-10
1993,28S30WB-1,1,990,258,1,2024-09-08
1993,PL1019-34,2,1167,241,1,2024-09-09
1994,28S30WB-1,1,1301,304,1,2024-09-08
1994,PL1019-34,2,300,120,1,2024-09-09
1995,28S30WB-1,1,315,346,1,2024-09-08
1995,PL1019-34,2,1242,487,1,2024-09-10
1996,28S30WB-1,1,717,188,1,2024-09-08
1996,PL1019-34,2,1107,422,1,2024-09-09
1997,28S30WB-1,1,512,348,1,2024-09-09
1997,PL1019-34,2,839,139,1,2024-09-10
1998,28S30WB-1,1,1265,399,1,2024-09-09
1998,PL1019-34,2,495,275,1,2024-09-12
1999,28S30WB-1,1,463,161,1,2024-09-09
1999,PL1019-34,2,737,236,1,2024-09-10
2000,28S30WB-1,1,1326,497,1,2024-09-11
2000,PL1019-34,2,1168,296,1,2024-09-13
2001,28S30WB-1,1,536,178,1,2024-09-11
2001,PL1019-34,2,1206,250,1,2024-09-12
2002,28S30WB-1,1,498,315,1,2024-09-11
2002,PL1019-34,2,1434,195,1,2024-09-12
2003,28S30WB-1,1,672,414,1,2024-09-12
2003,PL1019-34,2,578,19,1,2024-09-13
2004,28S30WB-1,1,969,94,1,2024-09-12
2004,PL1019-34,2,1029,91,1,2024-09-13
2005,28S30WB-1,1,131,397,1,2024-09-12
2005,PL1019-34,2,762,107,1,2024-09-14
2006,28S30WB-1,1,63,325,1,2024-09-12
2006,PL1019-34,2,1329,16,1,2024-09-13
2007,28S30WB-1,1,646,384,1,2024-09-14
2007,PL1019-34,2,981,108,1,2024-09-16
2008,28S30WB-1,1,97,382,1,2024-09-15
2008,PL1019-34,2,513,134,1,2024-09-19
2009,28S30WB-1,1,476,206,1,2024-09-15
2009,PL1019-34,2,471,203,1,2024-09-16
2010,28S30WB-1,1,212,493,1,2024-09-15
2010,PL1019-34,2,1049,67,1,2024-09-16
2011,PL1019-34,1,521,323,1,2024-09-07
2011,DE4488-2HV,2,284,447,1,2024-09-10
2011,DE5449-4,3,1143,211,1,2024-09-11
2012,PL1019-34,1,154,199,1,2024-09-09
2012,DE4488-2HV,2,1394,428,1,2024-09-12
2012,DE5449-4,3,57,431,1,2024-09-13
2013,PL1019-34,1,684,92,1,2024-09-09
2013,DE4488-2HV,2,1403,6,1,2024-09-11
2013,DE5449-4,3,403,406,1,2024-09-13
2014,PL1019-34,1,1136,167,1,2024-09-09
2014,DE4488-2HV,2,382,389,1,2024-09-10
2014,DE5449-4,3,690,349,1,2024-09-11
2015,PL1019-34,1,410,373,1,2024-09-10
2015,DE4488-2HV,2,840,472,1,2024-09-13
2015,DE5449-4,3,1082,362,1,2024-09-14
2016,PL1019-34,1,1373,76,1,2024-09-11
2016,DE4488-2HV,2,1402,127,1,2024-09-12
2016,DE5449-4,3,1012,55,1,2024-09-14
2017,PL1019-34,1,793,347,1,2024-09-12
2017,DE4488-2HV,2,997,1,1,2024-09-13
2017,DE5449-4,3,75,63,1,2024-09-15
2018,PL1019-34,1,632,368,1,2024-09-15
2018,DE4488-2HV,2,498,404,1,2024-09-16
2018,DE5449-4,3,317,198,1,2024-09-18
2019,PL1019-34,1,1491,291,1,2024-09-16
2019,DE4488-2HV,2,369,323,1,2024-09-17
2019,DE5449-4,3,905,122,1,2024-09-20
2020,PL1019-34,1,845,223,1,2024-09-16
2020,DE4488-2HV,2,1483,78,1,2024-09-20
2020,DE5449-4,3,1075,492,1,2024-09-23
2021,PL1019-34,1,39,394,1,2024-09-07
2021,101 597,2,574,390,1,2024-09-11
2022,PL1019-34,1,1223,465,1,2024-09-08
2022,101 597,2,231,250,1,2024-09-12
2023,PL1019-34,1,403,353,1,2024-09-08
2023,101 597,2,1210,469,1,2024-09-10
2024,PL1019-34,1,952,425,1,2024-09-08
2024,101 597,2,130,421,1,2024-09-09
2025,PL1019-34,1,1364,128,1,2024-09-09
2025,101 597,2,825,352,1,2024-09-11
2026,PL1019-34,1,161,242,1,2024-09-09
2026,101 597,2,1438,169,1,2024-09-10
2027,PL1019-34,1,1422,143,1,2024-09-09
2027,101 597,2,1425,350,1,2024-09-11
2028,PL1019-34,1,103,136,1,2024-09-09
2028,101 597,2,559,440,1,2024-09-11
2029,PL1019-34,1,1083,85,1,2024-09-10
2029,101 597,2,1493,27,1,2024-09-11
2030,PL1019-34,1,1170,370,1,2024-09-10
2030,101 597,2,229,435,1,2024-09-11
2031,PL1019-34,1,1480,220,1,2024-09-11
2031,101 597,2,1216,1,1,2024-09-12
2032,PL1019-34,1,453,490,1,2024-09-14
2032,101 597,2,100,222,1,2024-09-16
2033,PL1019-34,1,865,253,1,2024-09-14
2033,101 597,2,170,119,1,2024-09-17
2034,PL1019-34,1,579,120,1,2024-09-15
2034,101 597,2,569,33,1,2024-09-18
2035,PL1019-34,1,977,460,1,2024-09-17
2035,101 597,2,87,102,1,2024-09-20
2036,PL1019-34,1,677,424,1,2024-09-18
2036,101 597,2,824,11,1,2024-09-19
2037,PL1019-34,1,445,431,1,2024-09-18
2037,101 597,2,1384,326,1,2024-09-21
2038,PL1019-34,1,1058,127,1,2024-09-20
2038,101 597,2,194,212,1,2024-09-21
2039,PL1019-34,1,35,318,1,2024-09-21
2039,101 597,2,640,265,1,2024-09-23
2040,PL1019-34,1,1453,193,1,2024-09-21
2040,101 597,2,835,94,1,2024-09-24
2041,PL1019-34,1,131,227,1,2024-09-21
2041,101 597,2,556,328,1,2024-09-22
2042,PL1019-34,1,141,11,1,2024-09-21
2042,101 597,2,1004,107,1,2024-09-22
2043,PL1019-34,1,248,313,1,2024-09-22
2043,101 597,2,277,284,1,2024-09-24
2044,PL1019-34,1,1122,147,1,2024-09-22
2044,101 597,2,1202,109,1,2024-09-23
2045,PL1019-34,1,762,1,1,2024-09-22
2045,101 597,2,1441,196,1,2024-09-24
2046,PL1019-34,1,333,74,1,2024-09-22
2046,101 597,2,573,178,1,2024-09-23
2047,PL1019-34,1,78,443,1,2024-09-22
2047,101 597,2,240,62,1,2024-09-23
2056,---,1,1144,243,1,2024-09-05
2057,---,1,1450,338,1,2024-09-08
2058,---,1,629,51,1,2024-09-08
2059,---,1,296,182,1,2024-09-11
2060,---,1,159,235,1,2024-09-11
2061,---,1,592,179,1,2024-09-12
2062,---,1,92,43,1,2024-09-13
2063,---,1,1092,422,1,2024-09-13
2064,---,1,485,303,1,2024-09-13
2065,---,1,251,245,1,2024-09-14
2066,---,1,893,372,1,2024-09-15
2067,---,1,1172,456,1,2024-09-15
2068,---,1,121,175,1,2024-09-17
2069,---,1,789,138,1,2024-09-20
2070,---,1,1189,427,1,2024-09-21
2071,---,1,885,47,1,2024-09-21
2072,---,1,802,168,1,2024-09-21
2073,---,1,336,97,1,2024-09-05
2074,---,1,325,133,1,2024-09-06
2075,---,1,996,376,1,2024-09-06
2076,---,1,339,247,1,2024-09-06
2077,---,1,482,38,1,2024-09-08
2078,---,1,493,76,1,2024-09-08
2079,---,1,236,440,1,2024-09-10
2080,---,1,1024,17,1,2024-09-12
2081,---,1,1058,443,1,2024-09-14
2082,---,1,305,66,1,2024-09-16
2083,---,1,999,19,1,2024-09-17
2084,---,1,713,181,1,2024-09-17
2085,---,1,997,439,1,2024-09-18
2086,---,1,848,410,1,2024-09-18
2087,---,1,64,255,1,2024-09-19
2088,---,1,1405,81,1,2024-09-19
2089,---,1,131,105,1,2024-09-22
2090,---,1,1110,66,1,2024-09-05
2090,---,2,1450,173,1,2024-09-08
2090,---,3,972,212,1,2024-09-09
2090,---,4,407,367,1,2024-09-10
2091,---,1,1154,316,1,2024-09-05
2091,---,2,519,418,1,2024-09-08
2091,---,3,805,297,1,2024-09-11
2091,---,4,1030,326,1,2024-09-12
2092,---,1,611,443,1,2024-09-06
2092,---,2,1022,406,1,2024-09-08
2092,---,3,1465,48,1,2024-09-11
