id,order_code,product_name,factory_code,order_qt,order_date,comments,order_status
322,BUF21942424,"0,16x942x790 ALU/С",BUF,45000.0,16.06.2021,,0
323,VAJ21080425,OT80 15VK05 Vaja,VAJ,30000.0,17.06.2021,,0
324,BIL21894426,"0,18x894x795 BLANK",BIL,40000.0,18.06.2021,,0
325,BIL21894427,"0,18x894x795 BLANK",BIL,40000.0,18.06.2021,,0
326,BIL21894428,"0,18x894x795 BLANK",BIL,30000.0,18.06.2021,,0
327,VIL21062429,OT62-ELQ6216A2A USK,VIL,40000.0,18.06.2021,,0
328,ZNO21153430,OT153-ELQ1554A0A USK,ZNO,20000.0,22.06.2021,,0
329,ZNO21153431,OT153-ELQ1554A0A USK,ZNO,20000.0,22.06.2021,,0
330,BIL21908432,"0,20x908x1112 BLANK",BIL,15000.0,22.06.2021,,0
331,BIL21860433,"0,18x860x873 W/C",BIL,19000.0,23.06.2021,,0
332,BIL21860434,"0,18x860x873  BLANK",BIL,20000.0,23.06.2021,,0
333,BIL21913435,"0,14x913x766 BLANK",BIL,30000.0,23.06.2021,,0
334,DEV21070436,OT070-ELQ7033A2A  TH580,DEV,40000.0,23.06.2021,,0
335,BIL21913437,"0,14x913x766 BLANK",BIL,10000.0,24.06.2021,,0
336,MOE21062438,OT62-ELQ6215A5A HBI 21E,MOE,20000.0,24.06.2021,,0
337,MOE21062439,OT62-ELQ6215A5A USK 21E,MOE,25000.0,24.06.2021,,0
338,VIL21062440,OT62-ELQ6215A5A USK 21E,VIL,25000.0,24.06.2021,,0
339,BIL21877441,"0,18x877x1066 BLANK",BIL,15000.0,25.06.2021,,0
340,BIL21942442,"0,16x942x790 BLANK",BIL,10000.0,25.06.2021,,0
341,BUF21942443,"0,16x942x790 ALU/С",BUF,20000.0,25.06.2021,,0
342,BIL21894444,"0,18x894x795 BLANK",BIL,60000.0,25.06.2021,,0
343,BIL21894445,"0,17x894x795 BLANK",BIL,40000.0,28.06.2021,,0
344,DEV21070446,OT070-ELQ7033A2A  TH580,DEV,40000.0,29.06.2021,,0
345,BUF21830447,"0,18x830x801 Alu/C",BUF,20000.0,29.06.2021,,0
346,BUF21096448,"OT096 0,20 ALU/C HBI",BUF,16000.0,29.06.2021,,0
347,BUF21096449,"OT096 0,20 ALU/C USK",BUF,12000.0,29.06.2021,,0
348,VAJ21096450,OT096-A07B05 Alu/G,VAJ,20000.0,29.06.2021,,0
349,VIL21062451,OT62-ELQ6216A2A USK,VIL,40000.0,29.06.2021,,0
350,BIL21895452,"0,19x895x907 BLANK",BIL,25000.0,30.06.2021,,0
351,BIL21959453,"0,17x959x901 BLANK",BIL,30000.0,30.06.2021,,0
352,BUF21838454,"0,17x838x942 ALU/С",BUF,40000.0,02.07.2021,,0
353,BIL21894455,"0,18x894x795 W/С",BIL,40000.0,02.07.2021,,0
354,BIL21894456,"0,18x894x795 BLANK",BIL,40000.0,02.07.2021,,0
355,BIL21894457,"0,18x894x795 BLANK",BIL,40000.0,02.07.2021,,0
356,BUF21096458,"OT096 0,20 ALU/C USK",BUF,40000.0,05.07.2021,,0
357,VIL21062459,OT62-ELQ6216A2A USK,VIL,30000.0,05.07.2021,,0
358,MOE21062460,OT62-ELQ6215A5A USK 21E,MOE,30000.0,05.07.2021,,0
359,BIL21860461,"0,18x860x873  BLANK",BIL,40000.0,05.07.2021,,0
360,MOE21062462,OT062-ELQ0830A9A,MOE,11000.0,05.07.2021,,0
361,BUF21099463,"OT99-921XQ 0,20 A55B05 ",BUF,8000.0,05.07.2021,,0
362,BIL21099464,"OT99-921XQ 0,22 ALU/G ARK",BIL,7500.0,06.07.2021,,0
363,BIL21096465,"OT96 0,22 ALU/G ARK",BIL,7500.0,06.07.2021,,0
364,WEI21153466,OT153-ELQ1554A0A USK,WEI,15000.0,07.07.2021,,0
365,ZNO21153467,OT153-ELQ1554A0A USK,ZNO,20000.0,07.07.2021,,0
366,BIL21920468,"0,16x920x778 BLANK",BIL,20000.0,07.07.2021,,0
367,BUF21942469,"0,16x942x790 ALU/С",BUF,30000.0,08.07.2021,,0
368,BUF21942470,"0,16x942x790 ALU/С",BUF,30000.0,08.07.2021,,0
369,BUF21942471,"0,16x942x790 ALU/С",BUF,40000.0,08.07.2021,,0
370,BIL21942472,"0,16x942x790 BLANK",BIL,10000.0,09.07.2021,,0
371,BIL21895473,"0,19x895x907 BLANK",BIL,20000.0,09.07.2021,,0
372,VIL21062474,OT62-ELQ6216A2A USK,VIL,40000.0,12.07.2021,,0
373,BUF21850475,"0,14x850x925 W/C",BUF,20000.0,12.07.2021,,0
374,BUF21850476,"0,14x850x925 G/C",BUF,20000.0,12.07.2021,,0
375,BIL21895477,"0,19x895x907 BLANK",BIL,20000.0,12.07.2021,,0
376,BIL21908478,"0,20x908x1112 BLANK",BIL,20000.0,12.07.2021,,0
377,BUF21942479,"0,16x942x790 W19/G",BUF,2500.0,12.07.2021,,0
378,MOE21062480,OT62-ELQ6215A5A USK 21E,MOE,25000.0,13.07.2021,,0
379,BIL21894481,"0,18x894x795 BLANK",BIL,60000.0,13.07.2021,,0
380,WEI21153482,OT153-ELQ1554A0A USK,WEI,13000.0,13.07.2021,,0
381,BIL21913483,"0,14x913x766 BLANK",BIL,50000.0,14.07.2021,,0
382,ZNO21153484,OT153-ELQ0561A2A USK,ZNO,15000.0,14.07.2021,,0
383,ZNO21099485,OT99-EBQ0556B2A,ZNO,11000.0,15.07.2021,,0
384,NOR21099486,OT99-ELQ0730A0A,NOR,25000.0,15.07.2021,,0
385,NOR21099487,OT99-ELQ0730A0A,NOR,25000.0,15.07.2021,,0
386,BIL21894488,"0,18x894x795 BLANK",BIL,35000.0,16.07.2021,,0
387,BIL21894489,"0,18x894x795 BLANK",BIL,35000.0,16.07.2021,,0
388,BIL21894490,"0,18x894x795 BLANK",BIL,35000.0,16.07.2021,,0
389,BUF21099491,"OT99-921XQ 0,20 A55B05 ",BUF,9000.0,16.07.2021,,0
390,BIL21895492,"0,19x895x907 BLANK",BIL,35000.0,16.07.2021,,0
391,DEV21070493,OT070-ELQ7033A2A  TH580,DEV,30000.0,16.07.2021,,0
392,DEV21070494,OT070-ELQ7022A6A ,DEV,20000.0,16.07.2021,,0
393,BIL21860495,"0,18x860x873  BLANK",BIL,60000.0,19.07.2021,,0
394,BUF21814496,"0,14x814x925 G/C",BUF,25000.0,19.07.2021,,0
395,BIL21894497,"0,17x894x795 W/С №13",BIL,40000.0,20.07.2021,,0
396,BIL21894498,"0,17x894x795 BLANK",BIL,60000.0,20.07.2021,,0
397,WEI21153499,OT153-ELQ1542A3A USK,WEI,12000.0,20.07.2021,,0
398,ZNO21153500,OT153-ELQ0561A2A USK,ZNO,12000.0,20.07.2021,,0
399,VAJ21096501,OT096-A07B05 Alu/G,VAJ,20000.0,20.07.2021,,0
400,BUF21099502,"OT99-921XQ 0,20 A55B05 ",BUF,10000.0,20.07.2021,,0
401,BIL21894503,"0,18x894x795 BLANK",BIL,10000.0,21.07.2021,,0
402,BIL21920504,"0,16x920x778 BLANK",BIL,40000.0,21.07.2021,,0
403,VAJ21096505,OT096-15V/K04   test Vaja,VAJ,3000.0,21.07.2021,,0
404,VAJ21096506,OT096-21E/B04   test Vaja,VAJ,3000.0,21.07.2021,,0
405,BIL21895507,"0,19x895x907 BLANK",BIL,70000.0,22.07.2021,,0
406,BIL21894508,"0,17x894x795 BLANK",BIL,50000.0,23.07.2021,,0
407,BIL21894509,"0,18x894x795 BLANK",BIL,50000.0,23.07.2021,,0
408,BUF21975510,"0,14x975x925 G/C",BUF,10000.0,26.07.2021,,0
409,VIL21062511,OT62-ELQ6216A2A,VIL,40000.0,26.07.2021,,0
410,BIL21860512,"0,18x860x873  BLANK",BIL,60000.0,26.07.2021,,0
411,BIL21096513,"OT96 0,18 G/G",BIL,10000.0,27.07.2021,,0
412,BUF21096514,"OT096 0,20 ALU/C HBI",BUF,25000.0,27.07.2021,,0
413,VAJ21096515,OT096-A07B05 Alu/G,VAJ,18000.0,27.07.2021,,0
414,ZNO21153516,OT153-ELQ1554A0A USK,ZNO,10000.0,27.07.2021,,0
415,BIL21894517,"0,18x894x795 W/С",BIL,50000.0,28.07.2021,,0
416,BIL21894518,"0,17x894x795 BLANK",BIL,50000.0,28.07.2021,,0
417,BUF21838519,"0,17x838x942 ALU/С",BUF,50000.0,29.07.2021,,0
418,BIL21894520,"0,17x894x795 BLANK",BIL,30000.0,29.07.2021,,0
419,BIL21860521,"0,18x860x873  BLANK",BIL,60000.0,30.07.2021,,0
420,BIL21894522,"0,18x894x795 BLANK",BIL,50000.0,30.07.2021,,0
421,BIL21894523,"0,18x894x795 BLANK",BIL,50000.0,30.07.2021,,0
422,BIL21895524,"0,19x895x907 BLANK",BIL,30000.0,02.08.2021,,0
423,BIL21894525,"0,18x894x795 W/С",BIL,9000.0,02.08.2021,,0
424,VIL21062526,OT62-ELQ6216A2A USK,VIL,30000.0,02.08.2021,,0
425,BIL21959527,"0,17x959x901 BLANK",BIL,35000.0,02.08.2021,,0
426,BIL21894528,"0,18x894x795 BLANK",BIL,50000.0,03.08.2021,,0
427,BIL21894529,"0,17x894x795 BLANK",BIL,50000.0,03.08.2021,,0
428,ZNO21153530,OT153-ELQ1554A0A USK,ZNO,10500.0,04.08.2021,,0
429,ZNO21153531,OT153-ELQ0561A2A USK,ZNO,8500.0,04.08.2021,,0
430,BIL21860532,"0,18x860x873 W/C",BIL,45000.0,04.08.2021,,0
431,BIL21860533,"0,18x860x873  BLANK",BIL,35000.0,04.08.2021,,0
432,BIL21860534,"0,18x860x873  BLANK",BIL,30000.0,04.08.2021,,0
433,BIL21913535,"0,14x913x766 BLANK",BIL,30000.0,05.08.2021,,0
434,BIL21913536,"0,14x913x766 BLANK",BIL,30000.0,05.08.2021,,0
435,BIL21894537,"0,18x894x795 BLANK",BIL,50000.0,05.08.2021,,0
436,BIL21894538,"0,17x894x795 BLANK",BIL,45000.0,05.08.2021,,0
437,VIL21062539,OT62-ELQ6216A2A USK,VIL,40000.0,09.08.2021,,0
438,BIL21894540,"0,18x894x795 BLANK",BIL,60000.0,09.08.2021,,0
439,BIL21894541,"0,18x894x795 BLANK",BIL,35000.0,10.08.2021,,0
440,BIL21894542,"0,18x894x795 BLANK",BIL,35000.0,10.08.2021,,0
441,VIL21062543,OT62-ELQ6216A2A USK,VIL,20000.0,11.08.2021,,0
442,ESP21096544,OT096 G/C  Spain,ESP,20000.0,11.08.2021,,0
443,BIL21895545,"0,19x895x907 BLANK",BIL,40000.0,11.08.2021,,0
444,BUF21796546,"0,14x796x925 G/C",BUF,20000.0,11.08.2021,,0
445,BIL21894547,"0,17x894x795 BLANK",BIL,45000.0,12.08.2021,,0
446,BIL21894548,"0,17x894x795 BLANK",BIL,45000.0,12.08.2021,,0
447,BIL21860549,"0,18x860x873  BLANK",BIL,40000.0,12.08.2021,,0
448,DEV21099550,OT99-ELQ9999A0A ARP,DEV,17000.0,13.08.2021,,0
449,VIL21062551,OT62-ELQ6216A2A ver2,VIL,40000.0,16.08.2021,,0
450,VIL21062552,OT62-ELQ6215A5A HBI 21E,VIL,26000.0,16.08.2021,,0
451,BIL21860553,"0,18x860x873  BLANK",BIL,50000.0,16.08.2021,,0
452,ZNO21153554,OT153-ELQ1554A0A USK,ZNO,16000.0,16.08.2021,,0
453,WEI21153555,OT153-ELQ1542A3A USK,WEI,5000.0,16.08.2021,,0
454,BIL21840556,"0,17x840x942 BLANK",BIL,10000.0,17.08.2021,,0
455,BIL21894557,"0,18x894x795 BLANK",BIL,60000.0,17.08.2021,,0
456,BIL21908558,"0,20x908x1112 BLANK",BIL,16120.0,17.08.2021,,0
457,BIL21959559,"0,17x959x901 2W/G",BIL,14720.0,17.08.2021,Тільки лакування. Листи були нарізані в іншому замовленні,0
458,BIL21959560,"0,17x959x901 BLANK",BIL,22830.0,18.08.2021,,0
459,BIL21895561,"0,19x895x907 BLANK",BIL,21510.0,18.08.2021,,0
460,BIL21895562,"0,19x895x907 BLANK",BIL,22262.0,19.08.2021,Рулони з HFI,0
461,VIL21062563,OT62-ELQ6215A5A HBI 21E,VIL,30000.0,20.08.2021,Рулони з HFI,0
462,BIL21894564,"0,17x894x795 BLANK",BIL,77310.0,25.08.2021,,0
463,VIL21062565,OT62-ELQ6216A2A  USK ver3,VIL,50000.0,25.08.2021,,0
464,DEV21099566,OT99-ELQ9999A0A ARP,DEV,20000.0,26.08.2021,,0
465,BIL21920567,"0,16x920x778 BLANK",BIL,20000.0,26.08.2021,,0
466,ZNO21153568,OT153-ELQ0561A2A USK,ZNO,14000.0,26.08.2021,,0
467,ZNO21153569,OT153-ELQ1554A0A USK,ZNO,4000.0,26.08.2021,,0
468,BIL21895570,"0,19x895x907 BLANK",BIL,35000.0,26.08.2021,,0
469,BIL21895571,"0,19x895x907 BLANK",BIL,35000.0,26.08.2021,,0
470,BUF21850572,"0,14x850x925 G/C",BUF,30000.0,27.08.2021,,0
471,BUF21942573,"0,16x942x790 ALU/С",BUF,18000.0,27.08.2021,,0
472,BUF21918574,"0,14x918x925 G/C",BUF,8000.0,27.08.2021,,0
473,BIL21894575,"0,17x894x795 BLANK",BIL,40000.0,30.08.2021,,0
474,BUF21070576,OT070-ELQ7013A9A ,BUF,35000.0,30.08.2021,,0
475,VIL21070577,OT070-ELQ7022A5A 21Е,VIL,15000.0,30.08.2021,,0
476,MOE21062578,OT62-ELQ6215A5A USK 21E,MOE,32000.0,30.08.2021,,0
477,BIL21096579,"OT96 0,18 G/G auto",BIL,15000.0,31.08.2021,,0
478,ESP21096580,OT96 Alu/C USK auto,ESP,16000.0,31.08.2021,,0
479,BIL21838581,"0,20x838x941,7 BLANK",BIL,4700.0,31.08.2021,обов'язково рулон 5820кг!!!,0
480,BUF21099582,"OT99-921XQ 0,20 A55B05 ",BUF,5590.0,31.08.2021,обов'язково рулон 6870кг!!!,0
481,ESP21096583,OT96 Alu/C HBI auto,ESP,9000.0,31.08.2021,,0
482,BUF21099584,"OT99-921XQ 0,20 A55B05 auto",BUF,5700.0,01.09.2021,,0
483,ZNO21153585,OT153-ELQ0561A2A-14400 HBI,ZNO,4500.0,01.09.2021,HFI,0
484,ZNO21153586,OT153-ELQ1542A3A USK,ZNO,10000.0,01.09.2021,,0
485,VIL21062587,OT62-ELQ6216A2A  USK ver3,VIL,20000.0,02.09.2021,,0
486,BIL21895588,"0,19x895x907 W/C",BIL,30000.0,02.09.2021,,0
487,BIL21959589,"0,17x959x901 2ALU/G ЭП-547""В""",BIL,2500.0,02.09.2021,2100,0
488,BIL21959590,"0,17x959x901 901 2w/g BPANI  ",BIL,2500.0,02.09.2021,2000,0
489,BIL21959591,"0,17x959x901 2w/c",BIL,4000.0,02.09.2021,3300,0
490,ZNO21153592,OT153-ELQ0561A2A-14400 HBI,ZNO,5000.0,02.09.2021,,0
491,BIL21920593,"0,16x920x778 BLANK",BIL,20000.0,03.09.2021,,0
492,ROY21080594,OT80 21EK05 ,ROY,8000.0,03.09.2021,,0
493,ZNO21153595,OT153-ELQ0561A2A-14400 USK,ZNO,5000.0,06.09.2021,,0
494,ZNO21153596,OT153-ELQ1542A3A USK,ZNO,15000.0,06.09.2021,,0
495,BUF21070597,OT070-ELQ7013A9A ,BUF,26000.0,06.09.2021,,0
496,DEV21070598,OT070-ELQ7033A2A  TH580,DEV,27000.0,06.09.2021,,0
497,BIL21913599,"0,14x913x766 BLANK",BIL,50000.0,06.09.2021,,0
498,VIL21062600,OT62-ELQ6216A2A  USK ver3,VIL,20000.0,06.09.2021,,0
499,BIL21099601,"OT99-921XQ 0,18 G/G PL1014-59",BIL,12000.0,07.09.2021,,0
500,BUF21838602,"0,17x838x942 ALU/С",BUF,40000.0,07.09.2021,,0
501,BUF21070603,OT070-ELQ7040A0A,BUF,10000.0,07.09.2021,,0
502,BIL21920604,"0,16x920x778 BLANK",BIL,20000.0,08.09.2021,,0
503,BIL21913605,"0,14x913x766 BLANK",BIL,35000.0,08.09.2021,,0
504,BIL21908606,"0,20x908x1112 BLANK",BIL,10000.0,08.09.2021,,0
505,BUF21850607,"0,14x850x925 G/C",BUF,20000.0,08.09.2021,,0
506,BIL21922608,"0,17x922x868 TH435 BLANK",BIL,16000.0,10.09.2021,калібровка,0
507,DEV21070609,OT070-ELQ7033A2A  TH580,DEV,30000.0,13.09.2021,,0
508,BUF21070610,OT070-ELQ7013A9A ,BUF,20000.0,13.09.2021,,0
509,VIL21062611,OT62-ELQ6216A2A ver2,VIL,20000.0,13.09.2021,,0
510,VIL21062612,OT62-ELQ6216A2A  USK ver3,VIL,10000.0,13.09.2021,,0
511,VIL21062613,OT62-ELQ6216A2A ver2,VIL,20000.0,14.09.2021,,0
512,WEI21153614,OT153-ELQ1542A3A USK,WEI,16500.0,14.09.2021,,0
513,ZNO21153615,OT153-ELQ0561A2A-14400 USK,ZNO,3500.0,14.09.2021,,0
514,BIL21908616,"0,20x908x1112 BLANK",BIL,10000.0,14.09.2021,,0
515,BIL21894617,"0,17x894x795 BLANK",BIL,20000.0,14.09.2021,,0
516,BUF21099618,"OT99-921XQ 0,20 A55B05 auto",BUF,11000.0,15.09.2021,,0
517,BIL21913619,"0,14x913x766 BLANK",BIL,40000.0,15.09.2021,,0
518,BIL21913620,"0,14x913x766 BLANK",BIL,40000.0,15.09.2021,,0
519,BIL21913621,"0,14x913x766 BLANK",BIL,20000.0,16.09.2021,,0
520,BIL21877622,"0,18x877x1066 BLANK",BIL,10000.0,17.09.2021,,0
521,BIL21922623,"0,17x922x868 TH435 BLANK",BIL,7000.0,17.09.2021,,0
522,DEV21070624,OT070-ELQ7033A2A  TH580,DEV,20000.0,20.09.2021,,0
523,BIL21922625,"0,17x922x868 TH520 BLANK",BIL,9000.0,20.09.2021,,0
524,VIL21062626,OT62-ELQ6216A2A  USK ver3,VIL,20000.0,20.09.2021,,0
525,MOE21062627,OT62-ELQ6215A5A HBI 21E,MOE,20000.0,20.09.2021,,0
526,BUF21096630,OT96 Alu/C HBI auto,BUF,30000.0,21.09.2021,HFI!!!,0
527,BUF21070628,OT070-ELQ7013A9A ,BUF,30000.0,21.09.2021,,0
528,BIL21840629,"0,17x840x942 BLANK",BIL,10000.0,21.09.2021,,0
529,BIL21821631,"0,155x821x926 TTT BLANK",BIL,6000.0,22.09.2021,,0
530,VIL21062632,OT62-ELQ6216A2A  USK ver3,VIL,20000.0,22.09.2021,,0
531,BIL21959633,"0,17x959x901 TTT BLANK",BIL,1171.0,23.09.2021,,0
532,BIL21922634,"0,17x922x868 TTT BLANK",BIL,1264.0,23.09.2021,,0
533,BIL21857635,"0,17x857x926 TTT BLANK",BIL,3399.0,23.09.2021,,0
534,BIL21920636,"0,16x920x778 BLANK",BIL,9000.0,27.09.2021,відвантажити на БЦ 27.09!!!,0
535,NOR21099637,OT99-ELQ0730A0A,NOR,20500.0,27.09.2021,кількість важлива!!!,0
536,ZNO21099638,OT99-EBQ0556B2A,ZNO,9500.0,27.09.2021,кількість важлива!!!,0
537,BIL21895639,"0,19x895x907 BLANK",BIL,40000.0,27.09.2021,,0
538,BIL21959640,"0,17x959x901 BLANK",BIL,20000.0,27.09.2021,,0
539,BUF21796641,"0,14x796x925 G/C",BUF,9000.0,27.09.2021,,0
540,BIL21959642,"0,17x959x901 BLANK",BIL,23000.0,27.09.2021,,0
541,BIL21959643,"0,17x959x901 BLANK",BIL,23000.0,27.09.2021,,0
542,BUF21975644,"0,14x975x925 G/C USK",BUF,20000.0,28.09.2021,,0
543,BIL21894645,"0,18x894x795 BLANK",BIL,8500.0,28.09.2021,"рулон 0,18*894 з HFI",0
544,BIL21894646,"0,17x894x795 BLANK",BIL,20000.0,28.09.2021,,0
545,BUF21096647,OT96 Alu/C USK auto,BUF,3000.0,28.09.2021,,0
546,BIL21860648,"0,18x860x944 TTT BLANK",BIL,2117.0,30.09.2021,,0
547,BIL21860649,"0,18x860x795 TTT BLANK",BIL,3996.0,30.09.2021,,0
548,BIL21860650,"0,18x860x873 TTT BLANK",BIL,1597.0,30.09.2021,,0
549,ZNO21070651,OT070-ELQ7013A11A,ZNO,14500.0,01.10.2021,,0
550,DEV21070652,ELQ7013A13A ,DEV,10000.0,01.10.2021,,0
551,ARP21954653,"0,17x954x848 HAN BLANK",ARP,620.0,04.10.2021,,0
552,VIL21062654,OT62-ELQ6216A2A ver2,VIL,18000.0,04.10.2021,,0
553,BIL21808656,"0,20x808x908 HBI BLANK",BIL,5000.0,04.10.2021,,0
554,ARP21922657,"0,17x922x868 HAN BLANK",ARP,1620.0,05.10.2021,,0
555,BUF21096658,OT96 Alu/C HBI auto,BUF,40000.0,05.10.2021,,0
556,BIL21099659,"OT99-921XQ 0,18 G/G PL1014-59",BIL,11000.0,07.10.2021,,0
557,BUF21099660,"OT99-921XQ 0,20 A55B05 ",BUF,18000.0,07.10.2021,,0
558,BIL21099661,"OT99-921XQ 0,20 ALU/G",BIL,10000.0,07.10.2021,кількість листів важлива,0
559,ARP21922662,"0,17x922x868 ERD BLANK",ARP,610.0,08.10.2021,,0
560,DEV21070663,OT070-ELQ7033A2A  TH580,DEV,15500.0,08.10.2021,,0
561,VIL21062664,OT62-ELQ6216A2A  USK ver3,VIL,3000.0,11.10.2021,,0
562,ARP21950665,"0,27x950x876 ERD BLANK",ARP,1110.0,11.10.2021,,0
563,BIL21894666,"0,18x894x795 ERD BLANK",BIL,1800.0,12.10.2021,,0
564,BIL21895667,"0,19x895x907 ERD BLANK",BIL,600.0,12.10.2021,,0
565,BIL21860668,"0,18x860x873 ERD BLANK",BIL,610.0,12.10.2021,,0
566,BIL21099669,"OT99-921XQ 0,22 ALU/G TS275 ARK",BIL,15000.0,13.10.2021,,0
567,BUF21838670,"0,17x838x942 ALU/С",BUF,25000.0,18.10.2021,,0
568,BUF21838671,"0,17x838x942 ALU/С",BUF,23000.0,18.10.2021,,0
569,BIL21838672,"0,17x838x942 BLANK",BIL,2500.0,18.10.2021,,0
570,DEV21070673,OT070-ELQ7033A2A  TH580,DEV,30000.0,19.10.2021,,0
571,BIL21908674,"0,20x908x1112 BLANK",BIL,15000.0,19.10.2021,,0
572,BIL21942675,"0,16x942x790 BLANK",BIL,40000.0,19.10.2021,,0
573,ARP21070676,OT070-ELQ7033A2A ERD test,ARP,300.0,20.10.2021,,0
574,ARP21070677,OT070-ELQ7033A2A HAN test,ARP,300.0,20.10.2021,,0
575,BIL21959678,"0,17x959x901 BLANK",BIL,50000.0,20.10.2021,,0
576,BIL21096679,"OT96 0,22 ALU/G ERD",BIL,15000.0,21.10.2021,,0
577,BIL21894680,"0,17x894x795 BLANK",BIL,50000.0,21.10.2021,,0
578,BIL21860681,"0,18x860x873  BLANK",BIL,20000.0,25.10.2021,,0
579,DEV21070682,OT070-ELQ7033A2A  TH580,DEV,20000.0,25.10.2021,,0
580,BIL21922683,"0,17x922x868 HBI TH550 BLANK",BIL,30000.0,25.10.2021,,0
581,BIL21808684,"0,20x808x908 HBI BLANK",BIL,10000.0,25.10.2021,,0
582,BIL21808685,"0,18x808x908 HBI BLANK",BIL,10000.0,25.10.2021,,0
583,BIL21840686,"0,17x840x942 BLANK",BIL,7000.0,25.10.2021,,0
584,ARP21954687,"0,17x954x848 ZZY BLANK",ARP,610.0,26.10.2021,,0
585,ARP21954688,"0,17x954x848 HAN BLANK",ARP,4000.0,26.10.2021,,0
586,ARP21950689,"0,27x950x876 ERD BLANK",ARP,1000.0,26.10.2021,,0
587,BIL21913690,"0,14x913x766 USK BLANK",BIL,13000.0,26.10.2021,,0
588,BIL21895691,"0,19x895x907 BLANK",BIL,20000.0,27.10.2021,,0
589,ZNO21153692,OT153-ELQ0561A2A HBI,ZNO,8000.0,29.10.2021,,0
590,BIL21959693,"0,17x959x901 2W/G",BIL,15000.0,01.11.2021,,0
591,BIL21959694,"0,17x959x901 2G/G",BIL,10000.0,01.11.2021,,0
592,BIL21860695,"0,18x860x873 ZZY BLANK",BIL,610.0,01.11.2021,,0
593,BIL21894696,"0,17x894x795 BLANK",BIL,25000.0,01.11.2021,,0
594,BIL21894697,"0,17x894x795 BLANK",BIL,25000.0,01.11.2021,,0
595,BIL21860698,"0,18x860x873  BLANK",BIL,15000.0,01.11.2021,,0
596,ARP21153699,OT153-ELQ1554A0A ERD,ARP,300.0,02.11.2021,,0
597,BIL21895700,"0,19x895x907 W/C",BIL,30000.0,02.11.2021,,0
598,BIL21894701,"0,17x894x795 W/С №13",BIL,40000.0,02.11.2021,,0
599,WEI21153702,OT153-ELQ1542A3A HBI,WEI,12000.0,02.11.2021,,0
600,BUF21070703,OT070-ELQ7013A9A ,BUF,16000.0,02.11.2021,,0
601,DEV21070704,OT070-ELQ7022A5A 21Е,DEV,8000.0,02.11.2021,,0
602,BIL21099705,"OT99-921XQ 0,20 ALU/G",BIL,16000.0,03.11.2021,,0
603,BUF21099706,"OT99-921XQ 0,20 A55B05 ",BUF,21000.0,03.11.2021,,0
604,BIL21808707,"0,20x808x908 HBI BLANK",BIL,6000.0,03.11.2021,,0
605,BIL21808708,"0,18x808x908 HBI BLANK",BIL,8000.0,03.11.2021,,0
606,BIL21099709,"OT99-921XQ 0,18 G/G",BIL,10600.0,03.11.2021,,0
607,BIL21894710,"0,17x894x795 BLANK",BIL,30000.0,03.11.2021,,0
608,ARP21954711,OT62-ELQ6216A2A  ZZY,ARP,300.0,05.11.2021,,0
609,ARP21954712,OT62-ELQ6216A2A  HAN,ARP,300.0,05.11.2021,,0
610,VIL21062713,OT62-ELQ6216A2A ver2,VIL,22000.0,05.11.2021,,0
611,BIL21959714,"0,17x959x901 2G/G",BIL,18000.0,05.11.2021,,0
612,BIL21920715,"0,16x920x778 BLANK",BIL,20000.0,08.11.2021,,0
613,DEV21070716,OT070-ELQ7033A2A  TH580,DEV,20000.0,08.11.2021,,0
614,BIL21913717,"0,14x913x766 BLANK",BIL,40000.0,09.11.2021,,0
615,BIL21913718,"0,14x913x766 USK BLANK",BIL,10000.0,09.11.2021,,0
616,BUF21838719,"0,17x838x942 ALU/С",BUF,25000.0,11.11.2021,,0
617,DEV21070720,OT070-ELQ7033A2A  TH580,DEV,11000.0,11.11.2021,,0
618,BUF21099721,"OT99-921XQ 0,20 A55B05 ",BUF,12000.0,12.11.2021,,0
619,BUF21796722,"0,16x796x925 G/C ",BUF,407.0,12.11.2021,,0
620,BUF21765723,"0,15x850x925 G/C",BUF,1372.0,12.11.2021,,0
621,BUF21796724,"0,16x765x925 G/C",BUF,1475.0,12.11.2021,,0
622,BUF21796725,"0,14x796x925 G/C",BUF,283.0,12.11.2021,,0
623,BUF21850726,"0,14x850x925 G/C",BUF,745.0,12.11.2021,,0
624,BUF21814727,"0,14x814x925 G/C",BUF,200.0,12.11.2021,,0
625,BIL21099728,"OT99-921XQ 0,20 21EB05 ",BIL,3500.0,12.11.2021,,0
626,ROY21080729,OT80 21EK05 ,ROY,20000.0,15.11.2021,,0
627,NOR21099730,OT99-ELQ0730A0A,NOR,30000.0,15.11.2021,,0
628,ZNO21099731,OT99-EBQ0556B2A,ZNO,11000.0,15.11.2021,не менше!!! можна +500лист,0
629,BUF21830732,"0,18x830x801 Alu/C 28S",BUF,20000.0,15.11.2021,,0
630,BIL21913733,"0,14x913x766 BLANK",BIL,40000.0,17.11.2021,,0
631,BIL21959734,"0,17x959x901 BLANK",BIL,25000.0,17.11.2021,,0
632,BUF21975735,"0,14x975x925 G/C",BUF,20000.0,17.11.2021,,0
633,ARP21913736,"0,14*913*766  ALU/ALU",ARP,3000.0,03.12.2021,,0
634,BUF21908737,"0,20x908x1112 21EK05",BUF,100.0,09.12.2021,,0
635,DEV21099738,"OT099 Hollande 0,24",DEV,200.0,09.12.2021,,0
