order_code;order_date;product_name;calculated_cut_sheets;comments;used_coil;needed_or_used_for_order;nomenclature_1c;;;;;;
BUF21850423;16.06.2021;0,14x850x925 G/C;45000;NEW SPECIFICATION;;;;;;;;;
BUF21942424;16.06.2021;0,16x942x790 ALU/С;45000;;;;;;;;;;
VAJ21080425;17.06.2021;OT80 15VK05 Vaja;30000;;;;;;;;;;
BIL21894426;18.06.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BIL21894427;18.06.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BIL21894428;18.06.2021;0,18x894x795 BLANK;30000;;;;;;;;;;
VIL21062429;18.06.2021;OT62-ELQ6216A2A USK;40000;;;;;;;;;;
ZNO21153430;22.06.2021;OT153-ELQ1554A0A USK;20000;;;;;;;;;;
ZNO21153431;22.06.2021;OT153-ELQ1554A0A USK;20000;;;;;;;;;;
BIL21908432;22.06.2021;0,20x908x1112 BLANK;15000;;;;;;;;;;
BIL21860433;23.06.2021;0,18x860x873 W/C;19000;;;;;;;;;;
BIL21860434;23.06.2021;0,18x860x873  BLANK;20000;;;;;;;;;;
BIL21913435;23.06.2021;0,14x913x766 BLANK;30000;;;;;;;;;;
DEV21070436;23.06.2021;OT070-ELQ7033A2A  TH580;40000;;;;;;;;;;
BIL21913437;24.06.2021;0,14x913x766 BLANK;10000;;;;;;;;;;
MOE21062438;24.06.2021;OT62-ELQ6215A5A HBI 21E;20000;;;;;;;;;;
MOE21062439;24.06.2021;OT62-ELQ6215A5A USK 21E;25000;;;;;;;;;;
VIL21062440;24.06.2021;OT62-ELQ6215A5A USK 21E;25000;;;;;;;;;;
BIL21877441;25.06.2021;0,18x877x1066 BLANK;15000;;;;;;;;;;
BIL21942442;25.06.2021;0,16x942x790 BLANK;10000;;;;;;;;;;
BUF21942443;25.06.2021;0,16x942x790 ALU/С;20000;;;;;;;;;;
BIL21894444;25.06.2021;0,18x894x795 BLANK;60000;;;;;;;;;;
BIL21894445;28.06.2021;0,17x894x795 BLANK;40000;;;;;;;;;;
DEV21070446;29.06.2021;OT070-ELQ7033A2A  TH580;40000;;;;;;;;;;
BUF21830447;29.06.2021;0,18x830x801 Alu/C;20000;;;;;;;;;;
BUF21096448;29.06.2021;OT096 0,20 ALU/C HBI;16000;;;;;;;;;;
BUF21096449;29.06.2021;OT096 0,20 ALU/C USK;12000;;;;;;;;;;
VAJ21096450;29.06.2021;OT096-A07B05 Alu/G;20000;;;;;;;;;;
VIL21062451;29.06.2021;OT62-ELQ6216A2A USK;40000;;;;;;;;;;
BIL21895452;30.06.2021;0,19x895x907 BLANK;25000;;;;;;;;;;
BIL21959453;30.06.2021;0,17x959x901 BLANK;30000;;;;;;;;;;
BUF21838454;02.07.2021;0,17x838x942 ALU/С;40000;;;;;;;;;;
BIL21894455;02.07.2021;0,18x894x795 W/С;40000;;;;;;;;;;
BIL21894456;02.07.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BIL21894457;02.07.2021;0,18x894x795 BLANK;40000;;;;;;;;;;
BUF21096458;05.07.2021;OT096 0,20 ALU/C USK;40000;;;;;;;;;;
VIL21062459;05.07.2021;OT62-ELQ6216A2A USK;30000;;;;;;;;;;
MOE21062460;05.07.2021;OT62-ELQ6215A5A USK 21E;30000;;;;;;;;;;
BIL21860461;05.07.2021;0,18x860x873  BLANK;40000;;;;;;;;;;
MOE21062462;05.07.2021;OT062-ELQ0830A9A;11000;;;;;;;;;;
BUF21099463;05.07.2021;OT99-921XQ 0,20 A55B05 ;8000;;;;;;;;;;
BIL21099464;06.07.2021;OT99-921XQ 0,22 ALU/G ARK;7500;;;;;;;;;;
BIL21096465;06.07.2021;OT96 0,22 ALU/G ARK;7500;;;;;;;;;;
WEI21153466;07.07.2021;OT153-ELQ1554A0A USK;15000;;;;;;;;;;
ZNO21153467;07.07.2021;OT153-ELQ1554A0A USK;20000;;;;;;;;;;
BIL21920468;07.07.2021;0,16x920x778 BLANK;20000;;;;;;;;;;
BUF21942469;08.07.2021;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF21942470;08.07.2021;0,16x942x790 ALU/С;30000;;;;;;;;;;
BUF21942471;08.07.2021;0,16x942x790 ALU/С;40000;;;;;;;;;;
BIL21942472;09.07.2021;0,16x942x790 BLANK;10000;;;;;;;;;;
BIL21895473;09.07.2021;0,19x895x907 BLANK;20000;;;;;;;;;;
VIL21062474;12.07.2021;OT62-ELQ6216A2A USK;40000;;;;;;;;;;
BUF21850475;12.07.2021;0,14x850x925 W/C;20000;;;;;;;;;;
BUF21850476;12.07.2021;0,14x850x925 G/C;20000;;;;;;;;;;
BIL21895477;12.07.2021;0,19x895x907 BLANK;20000;;;;;;;;;;
BIL21908478;12.07.2021;0,20x908x1112 BLANK;20000;;;;;;;;;;
BUF21942479;12.07.2021;0,16x942x790 W19/G;2500;;;;;;;;;;
MOE21062480;13.07.2021;OT62-ELQ6215A5A USK 21E;25000;;;;;;;;;;
BIL21894481;13.07.2021;0,18x894x795 BLANK;60000;;;;;;;;;;
WEI21153482;13.07.2021;OT153-ELQ1554A0A USK;13000;;;;;;;;;;
BIL21913483;14.07.2021;0,14x913x766 BLANK;50000;;;;;;;;;;
ZNO21153484;14.07.2021;OT153-ELQ0561A2A USK;15000;;;;;;;;;;
ZNO21099485;15.07.2021;OT99-EBQ0556B2A;11000;;;;;;;;;;
NOR21099486;15.07.2021;OT99-ELQ0730A0A;25000;;;;;;;;;;
NOR21099487;15.07.2021;OT99-ELQ0730A0A;25000;;;;;;;;;;
BIL21894488;16.07.2021;0,18x894x795 BLANK;35000;;;;;;;;;;
BIL21894489;16.07.2021;0,18x894x795 BLANK;35000;;;;;;;;;;
BIL21894490;16.07.2021;0,18x894x795 BLANK;35000;;;;;;;;;;
BUF21099491;16.07.2021;OT99-921XQ 0,20 A55B05 ;9000;;;;;;;;;;
BIL21895492;16.07.2021;0,19x895x907 BLANK;35000;;;;;;;;;;
DEV21070493;16.07.2021;OT070-ELQ7033A2A  TH580;30000;;;;;;;;;;
DEV21070494;16.07.2021;OT070-ELQ7022A6A ;20000;;;;;;;;;;
BIL21860495;19.07.2021;0,18x860x873  BLANK;60000;;;;;;;;;;
BUF21814496;19.07.2021;0,14x814x925 G/C;25000;;;;;;;;;;
BIL21894497;20.07.2021;0,17x894x795 W/С №13;40000;;;;;;;;;;
BIL21894498;20.07.2021;0,17x894x795 BLANK;60000;;;;;;;;;;
WEI21153499;20.07.2021;OT153-ELQ1542A3A USK;12000;;;;;;;;;;
ZNO21153500;20.07.2021;OT153-ELQ0561A2A USK;12000;;;;;;;;;;
VAJ21096501;20.07.2021;OT096-A07B05 Alu/G;20000;;;;;;;;;;
BUF21099502;20.07.2021;OT99-921XQ 0,20 A55B05 ;10000;;;;;;;;;;
BIL21894503;21.07.2021;0,18x894x795 BLANK;10000;;;;;;;;;;
BIL21920504;21.07.2021;0,16x920x778 BLANK;40000;;;;;;;;;;
VAJ21096505;21.07.2021;OT096-15V/K04   test Vaja;3000;;;;;;;;;;
VAJ21096506;21.07.2021;OT096-21E/B04   test Vaja;3000;;;;;;;;;;
BIL21895507;22.07.2021;0,19x895x907 BLANK;70000;;;;;;;;;;
BIL21894508;23.07.2021;0,17x894x795 BLANK;50000;;;;;;;;;;
BIL21894509;23.07.2021;0,18x894x795 BLANK;50000;;;;;;;;;;
BUF21975510;26.07.2021;0,14x975x925 G/C;10000;;;;;;;;;;
VIL21062511;26.07.2021;OT62-ELQ6216A2A;40000;;;;;;;;;;
BIL21860512;26.07.2021;0,18x860x873  BLANK;60000;;;;;;;;;;
BIL21096513;27.07.2021;OT96 0,18 G/G;10000;;;;;;;;;;
BUF21096514;27.07.2021;OT096 0,20 ALU/C HBI;25000;;;;;;;;;;
VAJ21096515;27.07.2021;OT096-A07B05 Alu/G;18000;;;;;;;;;;
ZNO21153516;27.07.2021;OT153-ELQ1554A0A USK;10000;;;;;;;;;;
BIL21894517;28.07.2021;0,18x894x795 W/С;50000;;;;;;;;;;
BIL21894518;28.07.2021;0,17x894x795 BLANK;50000;;;;;;;;;;
BUF21838519;29.07.2021;0,17x838x942 ALU/С;50000;;;;;;;;;;
BIL21894520;29.07.2021;0,17x894x795 BLANK;30000;;;;;;;;;;
BIL21860521;30.07.2021;0,18x860x873  BLANK;60000;;;;;;;;;;
BIL21894522;30.07.2021;0,18x894x795 BLANK;50000;;;;;;;;;;
BIL21894523;30.07.2021;0,18x894x795 BLANK;50000;;;;;;;;;;
BIL21895524;02.08.2021;0,19x895x907 BLANK;30000;;;;;;;;;;
BIL21894525;02.08.2021;0,18x894x795 W/С;9000;;;;;;;;;;
VIL21062526;02.08.2021;OT62-ELQ6216A2A USK;30000;;;;;;;;;;
BIL21959527;02.08.2021;0,17x959x901 BLANK;35000;;;;;;;;;;
BIL21894528;03.08.2021;0,18x894x795 BLANK;50000;;;;;;;;;;
BIL21894529;03.08.2021;0,17x894x795 BLANK;50000;;;;;;;;;;
ZNO21153530;04.08.2021;OT153-ELQ1554A0A USK;10500;;;;;;;;;;
ZNO21153531;04.08.2021;OT153-ELQ0561A2A USK;8500;;;;;;;;;;
BIL21860532;04.08.2021;0,18x860x873 W/C;45000;;;;;;;;;;
BIL21860533;04.08.2021;0,18x860x873  BLANK;35000;;;;;;;;;;
BIL21860534;04.08.2021;0,18x860x873  BLANK;30000;;;;;;;;;;
BIL21913535;05.08.2021;0,14x913x766 BLANK;30000;;;;;;;;;;
BIL21913536;05.08.2021;0,14x913x766 BLANK;30000;;;;;;;;;;
BIL21894537;05.08.2021;0,18x894x795 BLANK;50000;;;;;;;;;;
BIL21894538;05.08.2021;0,17x894x795 BLANK;45000;;;;;;;;;;
VIL21062539;09.08.2021;OT62-ELQ6216A2A USK;40000;;;;;;;;;;
BIL21894540;09.08.2021;0,18x894x795 BLANK;60000;;;;;;;;;;
BIL21894541;10.08.2021;0,18x894x795 BLANK;35000;;;;;;;;;;
BIL21894542;10.08.2021;0,18x894x795 BLANK;35000;;;;;;;;;;
VIL21062543;11.08.2021;OT62-ELQ6216A2A USK;20000;;;;;;;;;;
ESP21096544;11.08.2021;OT096 G/C  Spain;20000;;;;;;;;;;
BIL21895545;11.08.2021;0,19x895x907 BLANK;40000;;;;;;;;;;
BUF21796546;11.08.2021;0,14x796x925 G/C;20000;;;;;;;;;;
BIL21894547;12.08.2021;0,17x894x795 BLANK;45000;;;;;;;;;;
BIL21894548;12.08.2021;0,17x894x795 BLANK;45000;;;;;;;;;;
BIL21860549;12.08.2021;0,18x860x873  BLANK;40000;;;;;;;;;;
DEV21099550;13.08.2021;OT99-ELQ9999A0A ARP;17000;;;;;;;;;;
VIL21062551;16.08.2021;OT62-ELQ6216A2A ver2;40000;;;;;;;;;;
VIL21062552;16.08.2021;OT62-ELQ6215A5A HBI 21E;26000;;;;;;;;;;
BIL21860553;16.08.2021;0,18x860x873  BLANK;50000;;;;;;;;;;
ZNO21153554;16.08.2021;OT153-ELQ1554A0A USK;16000;;;;;;;;;;
WEI21153555;16.08.2021;OT153-ELQ1542A3A USK;5000;;;;;;;;;;
BIL21840556;17.08.2021;0,17x840x942 BLANK;10000;;;;;;;;;;
BIL21894557;17.08.2021;0,18x894x795 BLANK;60000;;;;;;;;;;
BIL21908558;17.08.2021;0,20x908x1112 BLANK;16120;;;;;;;;;;
BIL21959559;17.08.2021;0,17x959x901 2W/G;14720;Тільки лакування. Листи були нарізані в іншому замовленні;;;;;;;;;
BIL21959560;18.08.2021;0,17x959x901 BLANK;22830;;;;;;;;;;
BIL21895561;18.08.2021;0,19x895x907 BLANK;21510;;;;;;;;;;
BIL21895562;19.08.2021;0,19x895x907 BLANK;22262;Рулони з HFI;;;;;;;;;
VIL21062563;20.08.2021;OT62-ELQ6215A5A HBI 21E;30000;Рулони з HFI;;;;;;;;;
BIL21894564;25.08.2021;0,17x894x795 BLANK;77310;;;;;;;;;;
VIL21062565;25.08.2021;OT62-ELQ6216A2A  USK ver3;50000;;;;;;;;;;
DEV21099566;26.08.2021;OT99-ELQ9999A0A ARP;20000;;;;;;;;;;
BIL21920567;26.08.2021;0,16x920x778 BLANK;20000;;;;;;;;;;
ZNO21153568;26.08.2021;OT153-ELQ0561A2A USK;14000;;;;;;;;;;
ZNO21153569;26.08.2021;OT153-ELQ1554A0A USK;4000;;;;;;;;;;
BIL21895570;26.08.2021;0,19x895x907 BLANK;35000;;;;;;;;;;
BIL21895571;26.08.2021;0,19x895x907 BLANK;35000;;;;;;;;;;
BUF21850572;27.08.2021;0,14x850x925 G/C;30000;;;;;;;;;;
BUF21942573;27.08.2021;0,16x942x790 ALU/С;18000;;;;;;;;;;
BUF21918574;27.08.2021;0,14x918x925 G/C;8000;;;;;;;;;;
BIL21894575;30.08.2021;0,17x894x795 BLANK;40000;;;;;;;;;;
BUF21070576;30.08.2021;OT070-ELQ7013A9A ;35000;;;;;;;;;;
VIL21070577;30.08.2021;OT070-ELQ7022A5A 21Е;15000;;;;;;;;;;
MOE21062578;30.08.2021;OT62-ELQ6215A5A USK 21E;32000;;;;;;;;;;
BIL21096579;31.08.2021;OT96 0,18 G/G auto;15000;;;;;;;;;;
ESP21096580;31.08.2021;OT96 Alu/C USK auto;16000;;;;;;;;;;
BIL21838581;31.08.2021;0,20x838x941,7 BLANK;4700;обов'язково рулон 5820кг!!!;;;;;;;;;
BUF21099582;31.08.2021;OT99-921XQ 0,20 A55B05 ;5590;обов'язково рулон 6870кг!!!;;;;;;;;;
ESP21096583;31.08.2021;OT96 Alu/C HBI auto;9000;;;;;;;;;;
BUF21099584;01.09.2021;OT99-921XQ 0,20 A55B05 auto;5700;;;;;;;;;;
ZNO21153585;01.09.2021;OT153-ELQ0561A2A-14400 HBI;4500;HFI;;;;;;;;;
ZNO21153586;01.09.2021;OT153-ELQ1542A3A USK;10000;;;;;;;;;;
VIL21062587;02.09.2021;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BIL21895588;02.09.2021;0,19x895x907 W/C;30000;;;;;;;;;;
BIL21959589;02.09.2021;"0,17x959x901 2ALU/G ЭП-547""В""";2500;2100;;;;;;;;;
BIL21959590;02.09.2021;0,17x959x901 901 2w/g BPANI  ;2500;2000;;;;;;;;;
BIL21959591;02.09.2021;0,17x959x901 2w/c;4000;3300;;;;;;;;;
ZNO21153592;02.09.2021;OT153-ELQ0561A2A-14400 HBI;5000;;;;;;;;;;
BIL21920593;03.09.2021;0,16x920x778 BLANK;20000;;;;;;;;;;
ROY21080594;03.09.2021;OT80 21EK05 ;8000;;;;;;;;;;
ZNO21153595;06.09.2021;OT153-ELQ0561A2A-14400 USK;5000;;;;;;;;;;
ZNO21153596;06.09.2021;OT153-ELQ1542A3A USK;15000;;;;;;;;;;
BUF21070597;06.09.2021;OT070-ELQ7013A9A ;26000;;;;;;;;;;
DEV21070598;06.09.2021;OT070-ELQ7033A2A  TH580;27000;;;;;;;;;;
BIL21913599;06.09.2021;0,14x913x766 BLANK;50000;;;;;;;;;;
VIL21062600;06.09.2021;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BIL21099601;07.09.2021;OT99-921XQ 0,18 G/G PL1014-59;12000;;;;;;;;;;
BUF21838602;07.09.2021;0,17x838x942 ALU/С;40000;;;;;;;;;;
BUF21070603;07.09.2021;OT070-ELQ7040A0A;10000;;;;;;;;;;
BIL21920604;08.09.2021;0,16x920x778 BLANK;20000;;;;;;;;;;
BIL21913605;08.09.2021;0,14x913x766 BLANK;35000;;;;;;;;;;
BIL21908606;08.09.2021;0,20x908x1112 BLANK;10000;;;;;;;;;;
BUF21850607;08.09.2021;0,14x850x925 G/C;20000;;;;;;;;;;
BIL21922608;10.09.2021;0,17x922x868 TH435 BLANK;16000;калібровка;;;;;;;;;
DEV21070609;13.09.2021;OT070-ELQ7033A2A  TH580;30000;;;;;;;;;;
BUF21070610;13.09.2021;OT070-ELQ7013A9A ;20000;;;;;;;;;;
VIL21062611;13.09.2021;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
VIL21062612;13.09.2021;OT62-ELQ6216A2A  USK ver3;10000;;;;;;;;;;
VIL21062613;14.09.2021;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
WEI21153614;14.09.2021;OT153-ELQ1542A3A USK;16500;;;;;;;;;;
ZNO21153615;14.09.2021;OT153-ELQ0561A2A-14400 USK;3500;;;;;;;;;;
BIL21908616;14.09.2021;0,20x908x1112 BLANK;10000;;;;;;;;;;
BIL21894617;14.09.2021;0,17x894x795 BLANK;20000;;;;;;;;;;
BUF21099618;15.09.2021;OT99-921XQ 0,20 A55B05 auto;11000;;;;;;;;;;
BIL21913619;15.09.2021;0,14x913x766 BLANK;40000;;;;;;;;;;
BIL21913620;15.09.2021;0,14x913x766 BLANK;40000;;;;;;;;;;
BIL21913621;16.09.2021;0,14x913x766 BLANK;20000;;;;;;;;;;
BIL21877622;17.09.2021;0,18x877x1066 BLANK;10000;;;;;;;;;;
BIL21922623;17.09.2021;0,17x922x868 TH435 BLANK;7000;;;;;;;;;;
DEV21070624;20.09.2021;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
BIL21922625;20.09.2021;0,17x922x868 TH520 BLANK;9000;;;;;;;;;;
VIL21062626;20.09.2021;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
MOE21062627;20.09.2021;OT62-ELQ6215A5A HBI 21E;20000;;;;;;;;;;
BUF21096630;21.09.2021;OT96 Alu/C HBI auto;30000;HFI!!!;;;;;;;;;
BUF21070628;21.09.2021;OT070-ELQ7013A9A ;30000;;;;;;;;;;
BIL21840629;21.09.2021;0,17x840x942 BLANK;10000;;;;;;;;;;
BIL21821631;22.09.2021;0,155x821x926 TTT BLANK;6000;;;;;;;;;;
VIL21062632;22.09.2021;OT62-ELQ6216A2A  USK ver3;20000;;;;;;;;;;
BIL21959633;23.09.2021;0,17x959x901 TTT BLANK;1171;;;;;;;;;;
BIL21922634;23.09.2021;0,17x922x868 TTT BLANK;1264;;;;;;;;;;
BIL21857635;23.09.2021;0,17x857x926 TTT BLANK;3399;;;;;;;;;;
BIL21920636;27.09.2021;0,16x920x778 BLANK;9000;відвантажити на БЦ 27.09!!!;;;;;;;;;
NOR21099637;27.09.2021;OT99-ELQ0730A0A;20500;кількість важлива!!!;;;;;;;;;
ZNO21099638;27.09.2021;OT99-EBQ0556B2A;9500;кількість важлива!!!;;;;;;;;;
BIL21895639;27.09.2021;0,19x895x907 BLANK;40000;;;;;;;;;;
BIL21959640;27.09.2021;0,17x959x901 BLANK;20000;;;;;;;;;;
BUF21796641;27.09.2021;0,14x796x925 G/C;9000;;;;;;;;;;
BIL21959642;27.09.2021;0,17x959x901 BLANK;23000;;;;;;;;;;
BIL21959643;27.09.2021;0,17x959x901 BLANK;23000;;;;;;;;;;
BUF21975644;28.09.2021;0,14x975x925 G/C USK;20000;;;;;;;;;;
BIL21894645;28.09.2021;0,18x894x795 BLANK;8500;рулон 0,18*894 з HFI;;;;;;;;;
BIL21894646;28.09.2021;0,17x894x795 BLANK;20000;;;;;;;;;;
BUF21096647;28.09.2021;OT96 Alu/C USK auto;3000;;;;;;;;;;
BIL21860648;30.09.2021;0,18x860x944 TTT BLANK;2117;;;;;;;;;;
BIL21860649;30.09.2021;0,18x860x795 TTT BLANK;3996;;;;;;;;;;
BIL21860650;30.09.2021;0,18x860x873 TTT BLANK;1597;;;;;;;;;;
ZNO21070651;01.10.2021;OT070-ELQ7013A11A;14500;;;;;;;;;;
DEV21070652;01.10.2021;ELQ7013A13A ;10000;;;;;;;;;;
ARP21954653;04.10.2021;0,17x954x848 HAN BLANK;620;;;;;;;;;;
VIL21062654;04.10.2021;OT62-ELQ6216A2A ver2;18000;;;;;;;;;;
BIL21808656;04.10.2021;0,20x808x908 HBI BLANK;5000;;;;;;;;;;
ARP21922657;05.10.2021;0,17x922x868 HAN BLANK;1620;;;;;;;;;;
BUF21096658;05.10.2021;OT96 Alu/C HBI auto;40000;;;;;;;;;;
BIL21099659;07.10.2021;OT99-921XQ 0,18 G/G PL1014-59;11000;;;;;;;;;;
BUF21099660;07.10.2021;OT99-921XQ 0,20 A55B05 ;18000;;;;;;;;;;
BIL21099661;07.10.2021;OT99-921XQ 0,20 ALU/G;10000;кількість листів важлива;;;;;;;;;
ARP21922662;08.10.2021;0,17x922x868 ERD BLANK;610;;;;;;;;;;
DEV21070663;08.10.2021;OT070-ELQ7033A2A  TH580;15500;;;;;;;;;;
VIL21062664;11.10.2021;OT62-ELQ6216A2A  USK ver3;3000;;;;;;;;;;
ARP21950665;11.10.2021;0,27x950x876 ERD BLANK;1110;;;;;;;;;;
BIL21894666;12.10.2021;0,18x894x795 ERD BLANK;1800;;;;;;;;;;
BIL21895667;12.10.2021;0,19x895x907 ERD BLANK;600;;;;;;;;;;
BIL21860668;12.10.2021;0,18x860x873 ERD BLANK;610;;;;;;;;;;
BIL21099669;13.10.2021;OT99-921XQ 0,22 ALU/G TS275 ARK;15000;;;;;;;;;;
BUF21838670;18.10.2021;0,17x838x942 ALU/С;25000;;;;;;;;;;
BUF21838671;18.10.2021;0,17x838x942 ALU/С;23000;;;;;;;;;;
BIL21838672;18.10.2021;0,17x838x942 BLANK;2500;;;;;;;;;;
DEV21070673;19.10.2021;OT070-ELQ7033A2A  TH580;30000;;;;;;;;;;
BIL21908674;19.10.2021;0,20x908x1112 BLANK;15000;;;;;;;;;;
BIL21942675;19.10.2021;0,16x942x790 BLANK;40000;;;;;;;;;;
ARP21070676;20.10.2021;OT070-ELQ7033A2A ERD test;300;;;;;;;;;;
ARP21070677;20.10.2021;OT070-ELQ7033A2A HAN test;300;;;;;;;;;;
BIL21959678;20.10.2021;0,17x959x901 BLANK;50000;;;;;;;;;;
BIL21096679;21.10.2021;OT96 0,22 ALU/G ERD;15000;;;;;;;;;;
BIL21894680;21.10.2021;0,17x894x795 BLANK;50000;;;;;;;;;;
BIL21860681;25.10.2021;0,18x860x873  BLANK;20000;;;;;;;;;;
DEV21070682;25.10.2021;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
BIL21922683;25.10.2021;0,17x922x868 HBI TH550 BLANK;30000;;;;;;;;;;
BIL21808684;25.10.2021;0,20x808x908 HBI BLANK;10000;;;;;;;;;;
BIL21808685;25.10.2021;0,18x808x908 HBI BLANK;10000;;;;;;;;;;
BIL21840686;25.10.2021;0,17x840x942 BLANK;7000;;;;;;;;;;
ARP21954687;26.10.2021;0,17x954x848 ZZY BLANK;610;;;;;;;;;;
ARP21954688;26.10.2021;0,17x954x848 HAN BLANK;4000;;;;;;;;;;
ARP21950689;26.10.2021;0,27x950x876 ERD BLANK;1000;;;;;;;;;;
BIL21913690;26.10.2021;0,14x913x766 USK BLANK;13000;;;;;;;;;;
BIL21895691;27.10.2021;0,19x895x907 BLANK;20000;;;;;;;;;;
ZNO21153692;29.10.2021;OT153-ELQ0561A2A HBI;8000;;;;;;;;;;
BIL21959693;01.11.2021;0,17x959x901 2W/G;15000;;;;;;;;;;
BIL21959694;01.11.2021;0,17x959x901 2G/G;10000;;;;;;;;;;
BIL21860695;01.11.2021;0,18x860x873 ZZY BLANK;610;;;;;;;;;;
BIL21894696;01.11.2021;0,17x894x795 BLANK;25000;;;;;;;;;;
BIL21894697;01.11.2021;0,17x894x795 BLANK;25000;;;;;;;;;;
BIL21860698;01.11.2021;0,18x860x873  BLANK;15000;;;;;;;;;;
ARP21153699;02.11.2021;OT153-ELQ1554A0A ERD;300;;;;;;;;;;
BIL21895700;02.11.2021;0,19x895x907 W/C;30000;;;;;;;;;;
BIL21894701;02.11.2021;0,17x894x795 W/С №13;40000;;;;;;;;;;
WEI21153702;02.11.2021;OT153-ELQ1542A3A HBI;12000;;;;;;;;;;
BUF21070703;02.11.2021;OT070-ELQ7013A9A ;16000;;;;;;;;;;
DEV21070704;02.11.2021;OT070-ELQ7022A5A 21Е;8000;;;;;;;;;;
BIL21099705;03.11.2021;OT99-921XQ 0,20 ALU/G;16000;;;;;;;;;;
BUF21099706;03.11.2021;OT99-921XQ 0,20 A55B05 ;21000;;;;;;;;;;
BIL21808707;03.11.2021;0,20x808x908 HBI BLANK;6000;;;;;;;;;;
BIL21808708;03.11.2021;0,18x808x908 HBI BLANK;8000;;;;;;;;;;
BIL21099709;03.11.2021;OT99-921XQ 0,18 G/G;10600;;;;;;;;;;
BIL21894710;03.11.2021;0,17x894x795 BLANK;30000;;;;;;;;;;
ARP21954711;05.11.2021;OT62-ELQ6216A2A  ZZY;300;;;;;;;;;;
ARP21954712;05.11.2021;OT62-ELQ6216A2A  HAN;300;;;;;;;;;;
VIL21062713;05.11.2021;OT62-ELQ6216A2A ver2;22000;;;;;;;;;;
BIL21959714;05.11.2021;0,17x959x901 2G/G;18000;;;;;;;;;;
BIL21920715;08.11.2021;0,16x920x778 BLANK;20000;;;;;;;;;;
DEV21070716;08.11.2021;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
BIL21913717;09.11.2021;0,14x913x766 BLANK;40000;;;;;;;;;;
BIL21913718;09.11.2021;0,14x913x766 USK BLANK;10000;;;;;;;;;;
BUF21838719;11.11.2021;0,17x838x942 ALU/С;25000;;;;;;;;;;
DEV21070720;11.11.2021;OT070-ELQ7033A2A  TH580;11000;;;;;;;;;;
BUF21099721;12.11.2021;OT99-921XQ 0,20 A55B05 ;12000;;;;;;;;;;
BUF21796722;12.11.2021;0,16x796x925 G/C ;407;;;;;;;;;;
BUF21765723;12.11.2021;0,15x850x925 G/C;1372;;;;;;;;;;
BUF21796724;12.11.2021;0,16x765x925 G/C;1475;;;;;;;;;;
BUF21796725;12.11.2021;0,14x796x925 G/C;283;;;;;;;;;;
BUF21850726;12.11.2021;0,14x850x925 G/C;745;;;;;;;;;;
BUF21814727;12.11.2021;0,14x814x925 G/C;200;;;;;;;;;;
BIL21099728;12.11.2021;OT99-921XQ 0,20 21EB05 ;3500;;;;;;;;;;
ROY21080729;15.11.2021;OT80 21EK05 ;20000;;;;;;;;;;
NOR21099730;15.11.2021;OT99-ELQ0730A0A;30000;;;;;;;;;;
ZNO21099731;15.11.2021;OT99-EBQ0556B2A;11000;не менше!!! можна +500лист;;;;;;;;;
BUF21830732;15.11.2021;0,18x830x801 Alu/C 28S;20000;;;;;;;;;;
BIL21913733;17.11.2021;0,14x913x766 BLANK;40000;;;;;;;;;;
BIL21959734;17.11.2021;0,17x959x901 BLANK;25000;;;;;;;;;;
BUF21975735;17.11.2021;0,14x975x925 G/C;20000;;;;;;;;;;
ARP21913736;03.12.2021;0,14*913*766  ALU/ALU;3000;;;;;;;;;;
BUF21908737;09.12.2021;0,20x908x1112 21EK05;100;;;;;;;;;;
DEV21099738;09.12.2021;OT099 Hollande 0,24;200;;;;;;;;;;
BIL21894739;09.12.2021;0,17x894x795 W/С №13;11200;;;;;;;;;;
DEV21099740;09.12.2021;OT99-ELQ9991A0A;880;;;;;;;;;;
DEV21070744;11.12.2021;OT070-ELQ7033A2A  TH580;20000;;;;;;;;;;
MOE21062741;11.12.2021;OT062-ELQ0830A9A HBI;9500;;;;;;;;;;
VIL21062742;11.12.2021;OT62-ELQ6216A2A ver2;25000;;;;;;;;;;
VIL21062743;11.12.2021;OT62-ELQ6216A2A ver2;20000;;;;;;;;;;
BUF21838745;12.12.2021;0,17x838x942 ALU/С;20000;;;;;;;;;;
BUF21838746;12.12.2021;0,17x838x942 ALU/С;20000;;;;;;;;;;
BIL21920747;12.12.2021;0,16x920x778 BLANK;30000;;;;;;;;;;
BUF21913748;12.12.2021;0,14x913x766 21E;10000;;;;;;;;;;
BIL21913749;12.12.2021;0,14x913x766 BLANK;40000;;;;;;;;;;
DEV21099750;12.12.2021;OT99-ELQ9991A0A HBI;8000;;;;;;;;;;
